1643970999411	PolyGesture	ExperimentStarted	Francesca
1643971143565	PolyGesture	InputEvent	TouchEvent (cursorPosition=112): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=386.0, y[0]=325.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82347337, downTime=82347337, deviceId=6, source=0x1002, displayId=0 }
1643971143597	PolyGesture	InputEvent	TouchEvent (cursorPosition=112): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=386.0, y[0]=325.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82347377, downTime=82347337, deviceId=6, source=0x1002, displayId=0 }
1643971143615	PolyGesture	InputEvent	SelectionChanged 106 106

1643971143617	PolyGesture	InputEvent	SelectionChanged 112 106

1643971143629	PolyGesture	InputEvent	BeginBatchEdit

1643971143631	PolyGesture	InputEvent	BeginBatchEdit

1643971143632	PolyGesture	InputEvent	BeginBatchEdit

1643971143633	PolyGesture	InputEvent	BeginBatchEdit

1643971143837	PolyGesture	InputEvent	BeginBatchEdit

1643971143838	PolyGesture	InputEvent	BeginBatchEdit

1643971143855	PolyGesture	InputEvent	BeginBatchEdit

1643971145135	PolyGesture	InputEvent	TouchEvent (cursorPosition=112): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=295.0, y[0]=558.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82348907, downTime=82348907, deviceId=6, source=0x1002, displayId=0 }
1643971145159	PolyGesture	InputEvent	TouchEvent (cursorPosition=112): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=295.0, y[0]=558.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82348939, downTime=82348907, deviceId=6, source=0x1002, displayId=0 }
1643971145168	PolyGesture	InputEvent	SelectionChanged 141 141

1643971145192	PolyGesture	InputEvent	BeginBatchEdit

1643971145217	PolyGesture	InputEvent	BeginBatchEdit

1643971145432	PolyGesture	InputEvent	BeginBatchEdit

1643971145435	PolyGesture	InputEvent	BeginBatchEdit

1643971145469	PolyGesture	InputEvent	BeginBatchEdit

1643971145635	PolyGesture	InputEvent	BeginBatchEdit

1643971145644	PolyGesture	InputEvent	SelectionChanged 0 0

1643971145648	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)In' 0 153 153

1643971145651	PolyGesture	InputEvent	SelectionChanged 147 147

1643971145653	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)In' 141 0 6

1643971145657	PolyGesture	InputEvent	SelectionChanged 147 147

1643971145677	PolyGesture	InputEvent	BeginBatchEdit

1643971145679	PolyGesture	InputEvent	BeginBatchEdit

1643971145679	PolyGesture	InputEvent	BeginBatchEdit

1643971145698	PolyGesture	InputEvent	BeginBatchEdit

1643971145700	PolyGesture	InputEvent	BeginBatchEdit

1643971145700	PolyGesture	InputEvent	BeginBatchEdit

1643971145701	PolyGesture	InputEvent	BeginBatchEdit

1643971145701	PolyGesture	InputEvent	BeginBatchEdit

1643971145732	PolyGesture	InputEvent	BeginBatchEdit

1643971145732	PolyGesture	InputEvent	BeginBatchEdit

1643971145734	PolyGesture	InputEvent	BeginBatchEdit

1643971145737	PolyGesture	InputEvent	BeginBatchEdit

1643971145741	PolyGesture	InputEvent	BeginBatchEdit

1643971145742	PolyGesture	InputEvent	BeginBatchEdit

1643971145743	PolyGesture	InputEvent	BeginBatchEdit

1643971145744	PolyGesture	InputEvent	BeginBatchEdit

1643971145760	PolyGesture	InputEvent	BeginBatchEdit

1643971145761	PolyGesture	InputEvent	BeginBatchEdit

1643971145795	PolyGesture	InputEvent	BeginBatchEdit

1643971145796	PolyGesture	InputEvent	BeginBatchEdit

1643971145961	PolyGesture	InputEvent	BeginBatchEdit

1643971145962	PolyGesture	InputEvent	BeginBatchEdit

1643971146862	PolyGesture	InputEvent	TouchEvent (cursorPosition=147): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=756.0, y[0]=321.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82350634, downTime=82350634, deviceId=6, source=0x1002, displayId=0 }
1643971146895	PolyGesture	InputEvent	TouchEvent (cursorPosition=147): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=756.0, y[0]=321.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82350676, downTime=82350634, deviceId=6, source=0x1002, displayId=0 }
1643971146905	PolyGesture	InputEvent	SelectionChanged 120 120

1643971146922	PolyGesture	InputEvent	BeginBatchEdit

1643971146946	PolyGesture	InputEvent	BeginBatchEdit

1643971147153	PolyGesture	InputEvent	BeginBatchEdit

1643971147154	PolyGesture	InputEvent	BeginBatchEdit

1643971147174	PolyGesture	InputEvent	BeginBatchEdit

1643971147769	PolyGesture	InputEvent	TouchEvent (cursorPosition=120): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=647.0, y[0]=342.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82351541, downTime=82351541, deviceId=6, source=0x1002, displayId=0 }
1643971147822	PolyGesture	InputEvent	TouchEvent (cursorPosition=120): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=647.0, y[0]=342.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82351602, downTime=82351541, deviceId=6, source=0x1002, displayId=0 }
1643971147845	PolyGesture	InputEvent	SelectionChanged 117 117

1643971147848	PolyGesture	InputEvent	SelectionChanged 120 117

1643971147864	PolyGesture	InputEvent	BeginBatchEdit

1643971147866	PolyGesture	InputEvent	BeginBatchEdit

1643971147867	PolyGesture	InputEvent	BeginBatchEdit

1643971147868	PolyGesture	InputEvent	BeginBatchEdit

1643971148068	PolyGesture	InputEvent	BeginBatchEdit

1643971148070	PolyGesture	InputEvent	BeginBatchEdit

1643971148088	PolyGesture	InputEvent	BeginBatchEdit

1643971150609	PolyGesture	InputEvent	TouchEvent (cursorPosition=120): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=234.0, y[0]=599.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82354381, downTime=82354381, deviceId=6, source=0x1002, displayId=0 }
1643971150635	PolyGesture	InputEvent	TouchEvent (cursorPosition=120): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=234.0, y[0]=599.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82354415, downTime=82354381, deviceId=6, source=0x1002, displayId=0 }
1643971150652	PolyGesture	InputEvent	SelectionChanged 153 153

1643971150677	PolyGesture	InputEvent	BeginBatchEdit

1643971150706	PolyGesture	InputEvent	BeginBatchEdit

1643971150906	PolyGesture	InputEvent	BeginBatchEdit

1643971150917	PolyGesture	InputEvent	BeginBatchEdit

1643971150941	PolyGesture	InputEvent	BeginBatchEdit

1643971151230	PolyGesture	InputEvent	BeginBatchEdit

1643971151243	PolyGesture	InputEvent	SelectionChanged 0 0

1643971151244	PolyGesture	TaskCompleted	Duplica parola (Copia - incolla) in 14"860 seconds (at 82355025, effective time: 13"788)

***************************************


1643971151253	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)Input' 0 156 156

1643971151255	PolyGesture	InputEvent	SelectionChanged 156 156

1643971151255	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)Input' 153 0 3

1643971151258	PolyGesture	InputEvent	SelectionChanged 156 156

1643971151294	PolyGesture	InputEvent	BeginBatchEdit

1643971151297	PolyGesture	InputEvent	BeginBatchEdit

1643971151298	PolyGesture	InputEvent	BeginBatchEdit

1643971151314	PolyGesture	InputEvent	BeginBatchEdit

1643971151316	PolyGesture	InputEvent	BeginBatchEdit

1643971151317	PolyGesture	InputEvent	BeginBatchEdit

1643971151318	PolyGesture	InputEvent	BeginBatchEdit

1643971151325	PolyGesture	InputEvent	BeginBatchEdit

1643971151327	PolyGesture	InputEvent	BeginBatchEdit

1643971151327	PolyGesture	InputEvent	BeginBatchEdit

1643971151329	PolyGesture	InputEvent	BeginBatchEdit

1643971151330	PolyGesture	InputEvent	BeginBatchEdit

1643971151331	PolyGesture	InputEvent	BeginBatchEdit

1643971151334	PolyGesture	InputEvent	BeginBatchEdit

1643971151347	PolyGesture	InputEvent	BeginBatchEdit

1643971151347	PolyGesture	InputEvent	BeginBatchEdit

1643971151349	PolyGesture	InputEvent	BeginBatchEdit

1643971151350	PolyGesture	InputEvent	BeginBatchEdit

1643971151357	PolyGesture	InputEvent	BeginBatchEdit

1643971151358	PolyGesture	InputEvent	BeginBatchEdit

1643971151551	PolyGesture	InputEvent	BeginBatchEdit

1643971151553	PolyGesture	InputEvent	BeginBatchEdit

1643971151773	PolyGesture	InputEvent	TouchEvent (cursorPosition=156): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=51.0, y[0]=669.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82355553, downTime=82355553, deviceId=6, source=0x1002, displayId=0 }
1643971151793	PolyGesture	InputEvent	TouchEvent (cursorPosition=156): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=70.0, y[0]=677.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82355573, downTime=82355553, deviceId=6, source=0x1002, displayId=0 }
1643971151808	PolyGesture	InputEvent	TouchEvent (cursorPosition=156): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=104.96416, y[0]=688.80676, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82355584, downTime=82355553, deviceId=6, source=0x1002, displayId=0 }
1643971151814	PolyGesture	InputEvent	SelectionChanged 150 150

1643971151841	PolyGesture	InputEvent	BeginBatchEdit

1643971151842	PolyGesture	InputEvent	TouchEvent (cursorPosition=150): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=247.97499, y[0]=744.4875, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=5, eventTime=82355617, downTime=82355553, deviceId=6, source=0x1002, displayId=0 }
1643971151848	PolyGesture	InputEvent	SelectionChanged 155 155

1643971151894	PolyGesture	InputEvent	TouchEvent (cursorPosition=155): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=425.0, y[0]=866.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=5, eventTime=82355656, downTime=82355553, deviceId=6, source=0x1002, displayId=0 }
1643971151897	PolyGesture	InputEvent	SelectionChanged 156 156

1643971151899	PolyGesture	InputEvent	TouchEvent (cursorPosition=156): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=425.0, y[0]=866.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82355671, downTime=82355553, deviceId=6, source=0x1002, displayId=0 }
1643971151913	PolyGesture	InputEvent	BeginBatchEdit

1643971151913	PolyGesture	InputEvent	BeginBatchEdit

1643971151915	PolyGesture	InputEvent	BeginBatchEdit

1643971152118	PolyGesture	InputEvent	BeginBatchEdit

1643971152119	PolyGesture	InputEvent	BeginBatchEdit

1643971152300	PolyGesture	InputEvent	BeginBatchEdit

1643971152310	PolyGesture	InputEvent	BeginBatchEdit

1643971152750	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=82356527, downTime=82356527, deviceId=-1, source=0x101, displayId=0 }

1643971152754	PolyGesture	InputEvent	BeginBatchEdit

1643971152798	PolyGesture	InputEvent	WindowFocusChanged false

1643971152828	PolyGesture	InputEvent	BeginBatchEdit

1643971152829	PolyGesture	InputEvent	BeginBatchEdit

1643971153636	PolyGesture	InputEvent	SelectionChanged 0 0

1643971153636	PolyGesture	InputEvent	TextChanged '' 0 0 0

1643971153704	PolyGesture	InputEvent	SelectionChanged 0 0

1643971153704	PolyGesture	InputEvent	SelectionChanged 0 0

1643971153705	PolyGesture	TaskStarted	Duplica frase

1643971153705	PolyGesture	InputEvent	TextChanged 'Copia la frase tra le XXX (XXX non comprese) in fondo al testo:

XXXIt was a lovely nightXXX, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.
' 0 585 585

1643971153709	PolyGesture	InputEvent	TextChanged 'Copia la frase tra le XXX (XXX non comprese) in fondo al testo:

XXXIt was a lovely nightXXX, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.
' 0 0 585

1643971153713	PolyGesture	InputEvent	SelectionChanged 585 585

1643971153730	PolyGesture	InputEvent	FocusChanged true 130 null

1643971153753	PolyGesture	InputEvent	WindowFocusChanged true

1643971155081	PolyGesture	InputEvent	TouchEvent (cursorPosition=585): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=248.0, y[0]=310.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82358854, downTime=82358854, deviceId=6, source=0x1002, displayId=0 }
1643971155091	PolyGesture	InputEvent	TouchEvent (cursorPosition=585): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=248.0, y[0]=310.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82358860, downTime=82358854, deviceId=6, source=0x1002, displayId=0 }
1643971155101	PolyGesture	InputEvent	SelectionChanged 103 103

1643971155135	PolyGesture	InputEvent	BeginBatchEdit

1643971155135	PolyGesture	InputEvent	BeginBatchEdit

1643971155136	PolyGesture	InputEvent	BeginBatchEdit

1643971155144	PolyGesture	InputEvent	BeginBatchEdit

1643971155273	PolyGesture	InputEvent	TouchEvent (cursorPosition=103): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=216.0, y[0]=257.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82359049, downTime=82359049, deviceId=6, source=0x1002, displayId=0 }
1643971155289	PolyGesture	InputEvent	SelectionChanged 65 70

1643971155303	PolyGesture	InputEvent	BeginBatchEdit

1643971155306	PolyGesture	InputEvent	BeginBatchEdit

1643971155324	PolyGesture	InputEvent	TouchEvent (cursorPosition=65): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=216.0, y[0]=257.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82359104, downTime=82359049, deviceId=6, source=0x1002, displayId=0 }
1643971155527	PolyGesture	InputEvent	BeginBatchEdit

1643971156029	PolyGesture	InputEvent	TouchEvent (cursorPosition=65): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=287.0, y[0]=282.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82359796, downTime=82359796, deviceId=6, source=0x1002, displayId=0 }
1643971156054	PolyGesture	InputEvent	TouchEvent (cursorPosition=65): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=287.0, y[0]=282.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82359835, downTime=82359796, deviceId=6, source=0x1002, displayId=0 }
