1647340305115	PolyGesture	ExperimentStarted	Silvia
1647340612343	PolyGesture	InputEvent	TouchEvent (cursorPosition=144): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=179.0, y[0]=157.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422601543, downTime=422601461, deviceId=6, source=0x1002, displayId=0 }
1647340612351	PolyGesture	InputEvent	SelectionChanged 101 101

1647340612388	PolyGesture	InputEvent	BeginBatchEdit

1647340612389	PolyGesture	InputEvent	BeginBatchEdit

1647340612389	PolyGesture	InputEvent	BeginBatchEdit

1647340612401	PolyGesture	InputEvent	BeginBatchEdit

1647340612610	PolyGesture	InputEvent	BeginBatchEdit

1647340613846	PolyGesture	InputEvent	TouchEvent (cursorPosition=101): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=117.0, y[0]=156.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422603044, downTime=422603044, deviceId=6, source=0x1002, displayId=0 }
1647340613912	PolyGesture	InputEvent	TouchEvent (cursorPosition=101): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=117.0, y[0]=156.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422603112, downTime=422603044, deviceId=6, source=0x1002, displayId=0 }
1647340613926	PolyGesture	InputEvent	SelectionChanged 98 98

1647340613927	PolyGesture	InputEvent	SelectionChanged 101 98

1647340613954	PolyGesture	InputEvent	BeginBatchEdit

1647340613958	PolyGesture	InputEvent	BeginBatchEdit

1647340613958	PolyGesture	InputEvent	BeginBatchEdit

1647340613960	PolyGesture	InputEvent	BeginBatchEdit

1647340614162	PolyGesture	InputEvent	BeginBatchEdit

1647340615176	PolyGesture	InputEvent	TouchEvent (cursorPosition=101): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=320.0, y[0]=239.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422604367, downTime=422604367, deviceId=6, source=0x1002, displayId=0 }
1647340615242	PolyGesture	InputEvent	TouchEvent (cursorPosition=101): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=320.0, y[0]=239.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422604443, downTime=422604367, deviceId=6, source=0x1002, displayId=0 }
1647340615250	PolyGesture	InputEvent	SelectionChanged 131 131

1647340615274	PolyGesture	InputEvent	BeginBatchEdit

1647340615310	PolyGesture	InputEvent	BeginBatchEdit

1647340615501	PolyGesture	InputEvent	BeginBatchEdit

1647340615801	PolyGesture	InputEvent	BeginBatchEdit

1647340615812	PolyGesture	InputEvent	SelectionChanged 0 0

1647340615814	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boy
(3)In' 0 147 147

1647340615818	PolyGesture	InputEvent	SelectionChanged 134 134

1647340615819	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boy
(3)In' 131 0 3

1647340615823	PolyGesture	InputEvent	SelectionChanged 134 134

1647340615843	PolyGesture	InputEvent	BeginBatchEdit

1647340615848	PolyGesture	InputEvent	BeginBatchEdit

1647340615854	PolyGesture	InputEvent	BeginBatchEdit

1647340615855	PolyGesture	InputEvent	BeginBatchEdit

1647340615864	PolyGesture	InputEvent	BeginBatchEdit

1647340615867	PolyGesture	InputEvent	BeginBatchEdit

1647340615867	PolyGesture	InputEvent	BeginBatchEdit

1647340615869	PolyGesture	InputEvent	BeginBatchEdit

1647340616070	PolyGesture	InputEvent	BeginBatchEdit

1647340616531	PolyGesture	InputEvent	TouchEvent (cursorPosition=134): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=343.0, y[0]=160.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422605721, downTime=422605721, deviceId=6, source=0x1002, displayId=0 }
1647340616603	PolyGesture	InputEvent	TouchEvent (cursorPosition=134): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=343.0, y[0]=160.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422605803, downTime=422605721, deviceId=6, source=0x1002, displayId=0 }
1647340616610	PolyGesture	InputEvent	SelectionChanged 112 112

1647340616635	PolyGesture	InputEvent	BeginBatchEdit

1647340616670	PolyGesture	InputEvent	BeginBatchEdit

1647340616860	PolyGesture	InputEvent	BeginBatchEdit

1647340617940	PolyGesture	InputEvent	TouchEvent (cursorPosition=112): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=254.0, y[0]=165.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422607130, downTime=422607130, deviceId=6, source=0x1002, displayId=0 }
1647340618013	PolyGesture	InputEvent	TouchEvent (cursorPosition=112): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=254.0, y[0]=165.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422607213, downTime=422607130, deviceId=6, source=0x1002, displayId=0 }
1647340618032	PolyGesture	InputEvent	SelectionChanged 106 106

1647340618034	PolyGesture	InputEvent	SelectionChanged 112 106

1647340618051	PolyGesture	InputEvent	BeginBatchEdit

1647340618056	PolyGesture	InputEvent	BeginBatchEdit

1647340618057	PolyGesture	InputEvent	BeginBatchEdit

1647340618060	PolyGesture	InputEvent	BeginBatchEdit

1647340618263	PolyGesture	InputEvent	BeginBatchEdit

1647340619153	PolyGesture	InputEvent	TouchEvent (cursorPosition=112): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=253.0, y[0]=288.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422608344, downTime=422608344, deviceId=6, source=0x1002, displayId=0 }
1647340619241	PolyGesture	InputEvent	TouchEvent (cursorPosition=112): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=253.0, y[0]=288.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422608441, downTime=422608344, deviceId=6, source=0x1002, displayId=0 }
1647340619248	PolyGesture	InputEvent	SelectionChanged 141 141

1647340619274	PolyGesture	InputEvent	BeginBatchEdit

1647340619310	PolyGesture	InputEvent	BeginBatchEdit

1647340619502	PolyGesture	InputEvent	BeginBatchEdit

1647340619924	PolyGesture	InputEvent	BeginBatchEdit

1647340619936	PolyGesture	InputEvent	SelectionChanged 0 0

1647340619939	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)In' 0 153 153

1647340619943	PolyGesture	InputEvent	SelectionChanged 147 147

1647340619944	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)In' 141 0 6

1647340619947	PolyGesture	InputEvent	SelectionChanged 147 147

1647340619966	PolyGesture	InputEvent	BeginBatchEdit

1647340619971	PolyGesture	InputEvent	BeginBatchEdit

1647340619973	PolyGesture	InputEvent	BeginBatchEdit

1647340619973	PolyGesture	InputEvent	BeginBatchEdit

1647340619980	PolyGesture	InputEvent	BeginBatchEdit

1647340619983	PolyGesture	InputEvent	BeginBatchEdit

1647340619984	PolyGesture	InputEvent	BeginBatchEdit

1647340619985	PolyGesture	InputEvent	BeginBatchEdit

1647340620187	PolyGesture	InputEvent	BeginBatchEdit

1647340620459	PolyGesture	InputEvent	TouchEvent (cursorPosition=147): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=469.0, y[0]=165.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422609649, downTime=422609649, deviceId=6, source=0x1002, displayId=0 }
1647340620503	PolyGesture	InputEvent	TouchEvent (cursorPosition=147): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=469.0, y[0]=165.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422609704, downTime=422609649, deviceId=6, source=0x1002, displayId=0 }
1647340620511	PolyGesture	InputEvent	SelectionChanged 120 120

1647340620534	PolyGesture	InputEvent	BeginBatchEdit

1647340620569	PolyGesture	InputEvent	BeginBatchEdit

1647340620761	PolyGesture	InputEvent	BeginBatchEdit

1647340621938	PolyGesture	InputEvent	TouchEvent (cursorPosition=120): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=408.0, y[0]=159.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422611128, downTime=422611128, deviceId=6, source=0x1002, displayId=0 }
1647340622004	PolyGesture	InputEvent	TouchEvent (cursorPosition=120): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=408.0, y[0]=159.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422611204, downTime=422611128, deviceId=6, source=0x1002, displayId=0 }
1647340622022	PolyGesture	InputEvent	SelectionChanged 116 116

1647340622024	PolyGesture	InputEvent	SelectionChanged 120 116

1647340622041	PolyGesture	InputEvent	BeginBatchEdit

1647340622046	PolyGesture	InputEvent	BeginBatchEdit

1647340622047	PolyGesture	InputEvent	BeginBatchEdit

1647340622049	PolyGesture	InputEvent	BeginBatchEdit

1647340622251	PolyGesture	InputEvent	BeginBatchEdit

1647340623648	PolyGesture	InputEvent	SelectionChanged 120 117

1647340623669	PolyGesture	InputEvent	BeginBatchEdit

1647340623673	PolyGesture	InputEvent	BeginBatchEdit

1647340623876	PolyGesture	InputEvent	BeginBatchEdit

1647340624842	PolyGesture	InputEvent	TouchEvent (cursorPosition=120): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=199.0, y[0]=353.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422614032, downTime=422614032, deviceId=6, source=0x1002, displayId=0 }
1647340624915	PolyGesture	InputEvent	TouchEvent (cursorPosition=120): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=199.0, y[0]=353.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422614115, downTime=422614032, deviceId=6, source=0x1002, displayId=0 }
1647340624923	PolyGesture	InputEvent	SelectionChanged 153 153

1647340624948	PolyGesture	InputEvent	BeginBatchEdit

1647340624983	PolyGesture	InputEvent	BeginBatchEdit

1647340625174	PolyGesture	InputEvent	BeginBatchEdit

1647340625640	PolyGesture	InputEvent	BeginBatchEdit

1647340625647	PolyGesture	InputEvent	SelectionChanged 0 0

1647340625650	PolyGesture	TaskCompleted	Duplica parola (Copia - incolla) in 16"481 seconds (at 422614851, effective time: 13"390)

***************************************


1647340625662	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)Input' 0 156 156

1647340625664	PolyGesture	InputEvent	SelectionChanged 156 156

1647340625664	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)Input' 153 0 3

1647340625666	PolyGesture	InputEvent	SelectionChanged 156 156

1647340625714	PolyGesture	InputEvent	BeginBatchEdit

1647340625719	PolyGesture	InputEvent	BeginBatchEdit

1647340625723	PolyGesture	InputEvent	BeginBatchEdit

1647340625724	PolyGesture	InputEvent	BeginBatchEdit

1647340625733	PolyGesture	InputEvent	BeginBatchEdit

1647340625737	PolyGesture	InputEvent	BeginBatchEdit

1647340625738	PolyGesture	InputEvent	BeginBatchEdit

1647340625741	PolyGesture	InputEvent	BeginBatchEdit

1647340625943	PolyGesture	InputEvent	BeginBatchEdit

1647340632264	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=422621461, downTime=422621461, deviceId=-1, source=0x101, displayId=0 }

1647340632267	PolyGesture	InputEvent	BeginBatchEdit

1647340632313	PolyGesture	InputEvent	WindowFocusChanged false

1647340632350	PolyGesture	InputEvent	BeginBatchEdit

1647340632350	PolyGesture	InputEvent	BeginBatchEdit

1647340634381	PolyGesture	InputEvent	SelectionChanged 0 0

1647340634382	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647340634467	PolyGesture	InputEvent	SelectionChanged 0 0

1647340634468	PolyGesture	InputEvent	SelectionChanged 0 0

1647340634468	PolyGesture	TaskStarted	Duplica frase

1647340634469	PolyGesture	InputEvent	TextChanged 'Copia la frase tra le XXX (XXX non comprese) in fondo al testo:

XXXIt was a lovely nightXXX, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.
' 0 585 585

1647340634472	PolyGesture	InputEvent	TextChanged 'Copia la frase tra le XXX (XXX non comprese) in fondo al testo:

XXXIt was a lovely nightXXX, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.
